"AN_EXERCICIO","NR_PERIODO","IN_PERIODICIDADE","CO_ESFERA","CO_PODER","ID_ENTE","NO_ENTE","SG_ENTE","fase_despesa","funcao","VALUE","QT_HABITANTE","ELEMENTLABEL","DT_STATUS_COLETA","dh_consulta"
"2016","1","B","M","E","2306900","Jaguaribe","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","4274437.54","34561","Total das Despesas Exceto Intra-Orçamentárias","2016-04-06T17:54:56Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","6","B","M","E","2607752","Itapissuma","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","305780.63","25798","Total de Despesas Intraorçamentária","2017-02-23T22:23:10Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","6","B","M","E","2602605","Brejo da Madre de Deus","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","7610181.41","49092","Total das Despesas Exceto Intra-Orçamentárias","2017-03-30T00:08:29Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","3","B","M","E","2603926","Carnaubeira da Penha","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1797387.79","12706","Total das Despesas Exceto Intra-Orçamentárias","2017-07-29T17:00:58Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","6","B","M","E","2615508","Tracunhaém","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","406365.47","13724","Total de Despesas Intraorçamentária","2020-01-30T12:09:28Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","3","B","M","E","2606309","Granito","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","103331.62","7363","Total de Despesas Intraorçamentária","2018-07-30T14:22:08Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","4","B","M","E","2606606","Ibimirim","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","328879.41","29055","Total de Despesas Intraorçamentária","2019-09-21T17:03:55Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","3","B","M","E","2612208","Salgueiro","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","592555.25","60604","Total de Despesas Intraorçamentária","2019-07-29T12:01:24Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","6","B","M","E","2606200","Goiana","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","13074020.08","79455","Total das Despesas Exceto Intra-Orçamentárias","2020-02-21T15:49:14Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","6","B","M","E","2604601","Condado","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","647688.6","26249","Total de Despesas Intraorçamentária","2020-04-27T16:19:59Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","6","B","M","E","2608453","Lagoa do Carro","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","371609.02","17654","Total de Despesas Intraorçamentária","2019-03-27T20:24:31Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","5","B","M","E","2303006","Caridade","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","3213831.33","22065","Total das Despesas Exceto Intra-Orçamentárias","2019-03-13T19:13:50Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","4","B","M","E","2305001","Guaraciaba do Norte","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","6738348.24","39713","Total das Despesas Exceto Intra-Orçamentárias","2019-10-09T01:30:57Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","6","B","M","E","2613008","São Bento do Una","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","642499.76","58251","Total de Despesas Intraorçamentária","2018-03-19T12:07:32Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","1","B","M","E","2311231","Potiretama","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","581893.72","6337","Total das Despesas Exceto Intra-Orçamentárias","2017-05-22T19:38:45Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","3","B","M","E","2313401","Tianguá","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","13245632.1","73468","Total das Despesas Exceto Intra-Orçamentárias","2016-08-09T01:31:18Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","2","B","M","E","2302800","Canindé","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","8757689.52","76998","Total das Despesas Exceto Intra-Orçamentárias","2016-06-02T20:54:08Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","4","B","M","E","2307254","Jijoca de Jericoacoara","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","3079477.66","19224","Total das Despesas Exceto Intra-Orçamentárias","2017-10-27T20:06:34Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2015","6","B","M","E","2603009","Cabrobó","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","3524850.96","32927","Total das Despesas Exceto Intra-Orçamentárias","2016-03-18T14:26:09Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","1","B","M","E","2313807","Uruburetama","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","3612592.99","21725","Total das Despesas Exceto Intra-Orçamentárias","2019-04-05T22:36:27Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2015","3","B","M","E","2307601","Limoeiro do Norte","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","5997218.37","57782","Total das Despesas Exceto Intra-Orçamentárias","2015-08-21T19:52:44Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","3","B","M","E","2608107","João Alfredo","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","3579049.28","32939","Total das Despesas Exceto Intra-Orçamentárias","2016-07-28T13:25:35Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","3","B","M","E","2615508","Tracunhaém","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1258486.64","13643","Total das Despesas Exceto Intra-Orçamentárias","2018-07-30T13:01:20Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","1","B","M","E","2301307","Araripe","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2435052.11","21289","Total das Despesas Exceto Intra-Orçamentárias","2016-04-15T18:44:07Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","5","B","M","E","2610004","Palmares","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","5535660.16","62300","Total das Despesas Exceto Intra-Orçamentárias","2016-12-09T01:32:07Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2015","4","B","M","E","2607307","Ipubi","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2644205.44","29338","Total das Despesas Exceto Intra-Orçamentárias","2015-09-29T19:34:46Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","5","B","M","E","2600906","Amaraji","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2351112.23","22685","Total das Despesas Exceto Intra-Orçamentárias","2018-11-30T15:36:49Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","2","B","M","E","2609907","Ouricuri","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","7607463.35","68236","Total das Despesas Exceto Intra-Orçamentárias","2018-05-22T18:38:33Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","1","B","M","E","2301000","Aquiraz","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","7339136.74","78438","Total das Despesas Exceto Intra-Orçamentárias","2017-03-30T16:36:12Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","1","B","M","E","2612455","Santa Cruz","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","106962.91","15032","Total de Despesas Intraorçamentária","2017-03-31T11:13:42Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2015","6","B","M","E","2304251","Cruz","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","4057416.83","23514","Total das Despesas Exceto Intra-Orçamentárias","2016-02-18T14:35:56Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","6","B","M","E","2607000","Inajá","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","239069.41","22374","Total de Despesas Intraorçamentária","2019-03-29T18:44:57Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","3","B","M","E","2616183","Vertente do Lério","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1449267.02","7666","Total das Despesas Exceto Intra-Orçamentárias","2019-07-25T19:29:49Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","1","B","M","E","2610400","Parnamirim","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1806073.23","21193","Total das Despesas Exceto Intra-Orçamentárias","2016-03-30T19:24:39Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","2","B","M","E","2606200","Goiana","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","7506082.68","78618","Total das Despesas Exceto Intra-Orçamentárias","2016-09-12T14:54:27Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2015","4","B","M","E","2606309","Granito","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1023666.05","7251","Total das Despesas Exceto Intra-Orçamentárias","2015-09-29T23:22:24Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2015","4","B","M","E","2604908","Cumaru","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1113105.27","13960","Total das Despesas Exceto Intra-Orçamentárias","2015-09-24T12:08:06Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2015","6","B","M","E","2615003","Taquaritinga do Norte","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","3878522.88","27188","Total das Despesas Exceto Intra-Orçamentárias","2016-01-28T18:06:21Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","1","B","M","E","2311405","Quixeramobim","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","6530746.08","77174","Total das Despesas Exceto Intra-Orçamentárias","2016-06-03T01:31:41Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","3","B","M","E","2612000","Sairé","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1650554.57","10437","Total das Despesas Exceto Intra-Orçamentárias","2016-07-28T19:23:17Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","5","B","M","E","2607307","Ipubi","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","3209442.22","29721","Total das Despesas Exceto Intra-Orçamentárias","2016-11-23T18:50:45Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2015","4","B","M","E","2601300","Barra de Guabiraba","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","995297.68","13808","Total das Despesas Exceto Intra-Orçamentárias","2015-09-24T18:02:18Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","2","B","M","E","2602308","Bonito","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","267267.07","38094","Total de Despesas Intraorçamentária","2016-05-30T18:38:27Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2015","5","B","M","E","2611507","Quipapá","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2801377.27","25381","Total das Despesas Exceto Intra-Orçamentárias","2016-01-19T16:23:35Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","5","B","M","E","2306256","Itaitinga","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","638190.8","39518","Total de Despesas Intraorçamentária","2019-12-01T01:41:29Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","4","B","M","E","2304459","Fortim","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2374065.49","16357","Total das Despesas Exceto Intra-Orçamentárias","2019-09-27T18:02:39Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","1","B","M","E","2611606","Recife","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","4838724.46","1637834","Total de Despesas Intraorçamentária","2019-05-06T20:17:44Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","2","B","M","E","2600054","Abreu e Lima","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","5281993.51","98990","Total das Despesas Exceto Intra-Orçamentárias","2018-05-29T16:07:39Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","5","B","M","E","2603405","Calumbi","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","64016.88","5741","Total de Despesas Intraorçamentária","2018-11-28T19:52:30Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","2","B","M","E","2614600","Tabira","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","3093161.01","28371","Total das Despesas Exceto Intra-Orçamentárias","2019-05-31T17:22:15Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","5","B","M","E","2303931","Choró","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","301599.66","13340","Total de Despesas Intraorçamentária","2018-11-29T23:37:57Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","3","B","M","E","2608107","João Alfredo","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","269115.76","33217","Total de Despesas Intraorçamentária","2017-07-26T20:07:24Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","4","B","M","E","2615508","Tracunhaém","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","162817.31","13643","Total de Despesas Intraorçamentária","2017-09-18T19:38:01Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","2","B","M","E","2306009","Iracema","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1727125.99","14098","Total das Despesas Exceto Intra-Orçamentárias","2018-06-12T18:07:16Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","4","B","M","E","2302107","Baturité","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","469026.22","35154","Total de Despesas Intraorçamentária","2018-10-03T14:49:06Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","6","B","M","E","2603702","Canhotinho","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","3964439.63","24799","Total das Despesas Exceto Intra-Orçamentárias","2019-03-29T14:35:35Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","4","B","M","E","2608909","Limoeiro","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","14969.39","56203","Total de Despesas Intraorçamentária","2017-09-28T13:06:35Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","2","B","M","E","2602407","Brejão","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","184919.35","8980","Total de Despesas Intraorçamentária","2018-05-31T23:32:21Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","5","B","M","E","2611705","Riacho das Almas","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","316792.9","20286","Total de Despesas Intraorçamentária","2018-11-27T14:28:26Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","6","B","M","E","2600500","Águas Belas","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","966862.11","43195","Total de Despesas Intraorçamentária","2020-04-07T13:36:16Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","1","B","M","E","2607208","Ipojuca","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","998119.85","92965","Total de Despesas Intraorçamentária","2018-10-05T17:15:35Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","1","B","M","E","2303501","Cascavel","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","437894.43","70574","Total de Despesas Intraorçamentária","2018-04-04T18:13:00Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","2","B","M","E","2607406","Itacuruba","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1364345.37","4807","Total das Despesas Exceto Intra-Orçamentárias","2018-05-28T13:57:25Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","5","B","M","E","2302206","Beberibe","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","316733.01","52719","Total de Despesas Intraorçamentária","2018-11-29T19:46:19Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","3","B","M","E","2601805","Betânia","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2137467.94","12539","Total das Despesas Exceto Intra-Orçamentárias","2016-07-27T19:55:05Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","5","B","M","E","2303808","Cedro","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","3933725.47","25249","Total das Despesas Exceto Intra-Orçamentárias","2019-11-29T16:01:23Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","2","B","M","E","2613909","Serra Talhada","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","797924.02","84970","Total de Despesas Intraorçamentária","2018-05-29T14:24:52Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","2","B","M","E","2305506","Iguatu","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","11336857.75","103255","Total das Despesas Exceto Intra-Orçamentárias","2019-05-31T13:35:22Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","5","B","M","E","2306801","Jaguaribara","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1860817.74","11200","Total das Despesas Exceto Intra-Orçamentárias","2018-11-30T23:05:01Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","1","B","M","E","2603801","Capoeiras","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2100293.24","20048","Total das Despesas Exceto Intra-Orçamentárias","2019-06-07T14:43:58Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","6","B","M","E","2300606","Altaneira","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1422205.51","7413","Total das Despesas Exceto Intra-Orçamentárias","2018-02-01T19:27:06Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","3","B","M","E","2314003","Várzea Alegre","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","5362347.55","40255","Total das Despesas Exceto Intra-Orçamentárias","2018-07-27T12:41:49Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","3","B","M","E","2605004","Cupira","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2813266.58","23909","Total das Despesas Exceto Intra-Orçamentárias","2018-07-26T14:00:01Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","5","B","M","E","2303931","Choró","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2184429.53","13476","Total das Despesas Exceto Intra-Orçamentárias","2019-12-02T20:34:46Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","6","B","M","E","2310605","Penaforte","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1915416.17","9010","Total das Despesas Exceto Intra-Orçamentárias","2020-05-06T23:02:43Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","6","B","M","E","2307007","Jaguaruana","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","4053090.99","33967","Total das Despesas Exceto Intra-Orçamentárias","2020-01-31T11:29:36Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","4","B","M","E","2309409","Novo Oriente","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","4641808.44","28557","Total das Despesas Exceto Intra-Orçamentárias","2019-09-28T12:24:05Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","6","B","M","E","2602100","Bom Conselho","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","10248039.7","47991","Total das Despesas Exceto Intra-Orçamentárias","2019-03-29T19:06:18Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","4","B","M","E","2308708","Morada Nova","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","6004845.53","61722","Total das Despesas Exceto Intra-Orçamentárias","2017-09-26T18:16:16Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","3","B","M","E","2616407","Vitória de Santo Antão","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1378784.3","136706","Total de Despesas Intraorçamentária","2017-07-27T21:10:55Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","1","B","M","E","2304806","Granjeiro","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","764038.81","4459","Total das Despesas Exceto Intra-Orçamentárias","2018-04-02T20:28:11Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","4","B","M","E","2305233","Horizonte","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","873264.88","66114","Total de Despesas Intraorçamentária","2019-09-27T19:20:46Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","1","B","M","E","2603702","Canhotinho","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","141734.68","24837","Total de Despesas Intraorçamentária","2016-03-30T17:56:26Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2015","6","B","M","E","2307635","Madalena","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","3481935.67","19225","Total das Despesas Exceto Intra-Orçamentárias","2016-03-31T17:57:36Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","3","B","M","E","2302909","Capistrano","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","3012868.67","17573","Total das Despesas Exceto Intra-Orçamentárias","2016-07-29T14:30:41Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","1","B","M","E","2600302","Agrestina","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1454036.19","24454","Total das Despesas Exceto Intra-Orçamentárias","2017-03-30T18:44:21Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","2","B","M","E","2309607","Pacajus","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","443945.09","69877","Total de Despesas Intraorçamentária","2017-08-10T18:59:53Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","3","B","M","E","2304269","Deputado Irapuan Pinheiro","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1431634.62","9483","Total das Despesas Exceto Intra-Orçamentárias","2018-07-30T14:25:56Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","3","B","M","E","2300754","Amontada","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","7255635.09","43131","Total das Despesas Exceto Intra-Orçamentárias","2019-07-26T12:47:26Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","2","B","M","E","2610400","Parnamirim","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2687973.25","21914","Total das Despesas Exceto Intra-Orçamentárias","2019-05-30T18:50:25Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","2","B","M","E","2310407","Paramoti","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2038286.7","11664","Total das Despesas Exceto Intra-Orçamentárias","2019-05-29T13:36:48Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","2","B","M","E","2612703","Santa Maria do Cambucá","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1927557.77","13921","Total das Despesas Exceto Intra-Orçamentárias","2017-05-31T19:27:03Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2015","3","B","M","E","2608701","Lagoa dos Gatos","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","4304443.4","16131","Total das Despesas Exceto Intra-Orçamentárias","2015-07-20T20:23:59Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","2","B","M","E","2310902","Piquet Carneiro","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1938311.11","16461","Total das Despesas Exceto Intra-Orçamentárias","2016-05-25T17:21:18Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","4","B","M","E","2304509","Frecheirinha","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2784931.83","13606","Total das Despesas Exceto Intra-Orçamentárias","2017-10-17T20:40:48Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","4","B","M","E","2609709","Orobó","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","364005.89","23717","Total de Despesas Intraorçamentária","2018-09-26T13:40:17Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","3","B","M","E","2604007","Carpina","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1036606.78","82872","Total de Despesas Intraorçamentária","2019-07-24T13:09:14Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","2","B","M","E","2311801","Russas","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","439275.89","75762","Total de Despesas Intraorçamentária","2017-05-30T20:24:03Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2015","6","B","M","E","2611002","Petrolândia","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","7494208.92","34939","Total das Despesas Exceto Intra-Orçamentárias","2016-01-28T16:49:58Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2015","6","B","M","E","2313757","Umirim","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","3222200.04","19437","Total das Despesas Exceto Intra-Orçamentárias","2016-02-20T01:31:58Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","1","B","M","E","2304707","Granja","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","5207260.94","53918","Total das Despesas Exceto Intra-Orçamentárias","2016-04-28T19:11:36Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","6","B","M","E","2610103","Palmeirina","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1374411.58","7969","Total das Despesas Exceto Intra-Orçamentárias","2017-02-21T15:51:51Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","1","B","M","E","2308609","Monsenhor Tabosa","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2922715.34","17025","Total das Despesas Exceto Intra-Orçamentárias","2018-07-17T14:53:49Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2015","3","B","M","E","2605103","Custódia","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","4412908.58","35884","Total das Despesas Exceto Intra-Orçamentárias","2015-07-29T15:17:00Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","5","B","M","E","2608602","Lagoa do Ouro","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","209429.64","12865","Total de Despesas Intraorçamentária","2016-11-30T13:37:55Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2015","6","B","M","E","2605806","Frei Miguelinho","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2583209.57","15036","Total das Despesas Exceto Intra-Orçamentárias","2016-04-01T01:30:15Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","1","B","M","E","2601102","Araripina","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","10501076.68","82800","Total das Despesas Exceto Intra-Orçamentárias","2016-05-10T14:48:34Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","2","B","M","E","2609709","Orobó","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","3596451.64","23663","Total das Despesas Exceto Intra-Orçamentárias","2016-05-31T13:43:00Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","2","B","M","E","2607000","Inajá","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","128120.91","22374","Total de Despesas Intraorçamentária","2017-05-31T01:02:51Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","6","B","M","E","2310803","Pereiro","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","3075190.3","16139","Total das Despesas Exceto Intra-Orçamentárias","2018-04-03T19:19:47Z","##------ Sun Sep 20 09:30:05 2020 ------##"
